Dates,SPX Index,QQQ US Equity,IWM US Equity,HYG US Equity,LQD US Equity,AGG US Equity,TLT US Equity,IEF US Equity,SHY US Equity,TIP US Equity,GLD US Equity,SLV US Equity,USO US Equity,VNQ US Equity,IYR US Equity
8/17/2012,1418.16,65.0336,76.5851,71.7237,102.1433,100.8608,108.4629,98.7371,82.8279,113.1515,156.72,27.23,35.95,56.1178,55.1837
8/20/2012,1418.13,65.1288,76.4164,71.8098,102.4278,100.8246,108.6859,98.7926,82.8279,113.0943,157.26,27.95,35.83,55.957,55.1413
8/21/2012,1413.17,64.8718,76.3695,71.9665,102.6003,100.9606,109.1676,98.8759,82.8279,113.1705,158.83,28.37,35.98,56.0755,55.1413
8/22/2012,1413.49,65.1384,76.004,71.896,103.1866,101.3958,110.9694,99.6438,82.877,114.094,160.54,28.92,36.22,56.0417,55.0904
8/23/2012,1402.08,64.6053,75.4697,71.8804,103.2642,101.4684,111.4332,99.8196,82.8868,114.6271,161.89,29.6,35.76,55.8724,54.9462
8/24/2012,1411.13,65.0051,75.676,72.2016,103.3763,101.3958,111.3261,99.7733,82.8868,114.6081,161.97,29.74,35.68,56.0586,55.1583
8/27/2012,1410.44,65.1098,75.9009,72.1468,103.5057,101.5318,111.9773,100.0324,82.877,114.9794,161.36,29.74,35.61,56.2278,55.277
8/28/2012,1409.3,65.1098,76.2477,72.0841,103.6523,101.6135,112.2449,100.0694,82.8868,115.2745,161.64,29.93,35.79,56.4224,55.4976
8/29/2012,1410.49,65.1098,76.482,72.1859,103.4367,101.5137,111.7543,100.0046,82.8868,114.8842,160.59,29.75,35.38,56.4054,55.5146
8/30/2012,1399.48,64.453,75.7228,72.1546,103.4712,101.5772,112.3341,100.1896,82.8966,114.7985,160.52,29.44,35.26,56.2785,55.4552
8/31/2012,1406.58,64.8813,76.0321,72.3426,104.1869,101.8946,113.9218,100.8373,82.9457,115.3317,164.22,30.79,35.89,56.4562,55.6758
9/4/2012,1404.94,64.8147,76.96,72.3413,103.9401,101.8751,113.8071,100.6064,82.9393,115.1793,164.48,31.36,35.51,56.8539,55.9557
9/5/2012,1403.44,64.7481,76.9788,72.3492,103.9833,101.8751,113.2708,100.5693,82.9393,115.3697,164.31,31.27,35.57,56.7523,55.9218
9/6/2012,1432.12,66.1854,78.3922,72.7746,103.5248,101.6388,111.3847,99.8837,82.9001,114.7414,164.89,31.67,35.23,57.2599,56.3629
9/7/2012,1437.92,66.0903,78.9752,72.9007,103.7411,101.657,110.8663,100.0134,82.9197,115.1127,168.44,32.64,35.88,57.3107,56.4647
9/10/2012,1429.08,65.2431,78.619,72.7825,103.7324,101.6752,111.1344,100.0597,82.9001,115.4078,167.29,32.29,35.85,56.8623,56.0999
9/11/2012,1433.56,65.1384,78.7877,73.2788,103.819,101.5571,110.4372,99.8745,82.9197,115.2936,167.9,32.41,36.11,57.0315,56.3205
9/12/2012,1436.56,65.3306,79.1907,73.4994,103.6113,101.3663,109.0607,99.3834,82.9099,114.7319,167.92,32.21,36.04,57.15,56.5326
9/13/2012,1459.99,66.214,80.2311,73.9722,104.165,101.6025,108.6316,99.6706,82.9393,115.6934,171.31,33.613,36.51,57.8522,57.2197
9/14/2012,1465.77,66.8042,80.981,73.9643,103.5421,101.1846,105.7444,98.7349,82.9001,116.0838,171.8,33.6,36.84,58.1737,57.5166
9/17/2012,1461.19,66.8327,80.606,73.9012,103.8968,101.3481,107.0137,98.9387,82.9001,115.9791,170.4,32.99,35.75,58.0045,57.2452
9/18/2012,1459.32,66.8899,80.3436,73.9328,104.2169,101.4117,107.55,99.1889,82.9099,115.8267,171.72,33.71,35.57,57.4545,56.7531
9/19/2012,1461.05,67.0136,80.203,73.8382,104.3899,101.6116,108.2562,99.4205,82.9099,115.9695,171.74,33.57,34.12,57.133,56.4901
9/20/2012,1460.26,66.947,79.8468,73.4916,104.3049,101.548,108.5244,99.4761,82.8902,115.5792,171.47,33.58,34.51,56.287,55.8285
9/21/2012,1460.15,66.9662,80.1374,73.3891,104.4937,101.7115,108.6495,99.6892,82.9001,115.6744,171.96,33.48,34.49,56.2955,55.8157
9/24/2012,1456.89,66.5701,79.8755,73.2946,104.6494,101.8205,109.4987,99.9115,82.9099,115.5982,171.05,32.93,34.09,56.0865,55.7521
9/25/2012,1441.59,65.6393,78.7275,72.6407,104.857,101.9841,110.5802,100.2821,82.8902,115.7506,170.77,32.68,33.75,55.2594,54.934
9/26/2012,1433.32,65.1047,78.2289,72.2783,105.1511,102.084,111.7691,100.699,82.9099,116.0171,169.81,32.87,33.34,55.2508,54.8784
9/27/2012,1447.15,66.0021,79.0757,73.0661,105.0992,102.0204,110.9735,100.4859,82.9197,115.9981,172.34,33.58,34.15,55.4896,55.182
9/28/2012,1440.67,65.458,78.5111,72.7195,105.3327,102.164,111.0361,100.4859,82.959,115.9219,171.89,33.48,34.12,55.4036,55.0537
10/1/2012,1444.49,65.3625,78.7746,72.5991,105.6137,102.1266,111.4479,100.6727,82.9607,116.1504,172.295,33.65,34.25,54.995,54.6604
10/2/2012,1445.75,65.5534,78.9251,72.7789,105.6484,102.2085,111.2956,100.6077,82.9411,116.6265,172.1,33.5,34.02,55.4129,55.1221
10/3/2012,1450.99,65.9734,78.6993,72.9611,105.7178,102.1721,111.3314,100.7098,82.9411,116.7502,172.41,33.51,32.61,55.5237,55.2846
10/4/2012,1461.4,66.2026,79.2356,73.27,105.6311,102.0265,109.943,100.3109,82.9411,116.9216,173.61,33.93,33.94,55.5067,55.0794
10/5/2012,1460.93,65.8493,79.1416,73.2304,105.4662,101.8171,108.5188,99.8563,82.9018,116.6836,172.62,33.45,33.35,55.5749,55.3188
10/8/2012,1455.88,65.2479,78.6429,73.1274,105.7439,101.9719,109.4325,100.181,82.9116,116.9597,172.05,32.97,33.22,55.4555,55.0879
10/9/2012,1441.48,64.2066,77.7208,72.9254,105.8567,101.8626,109.2354,99.9769,82.9116,116.6645,170.99,32.83,34.18,55.2508,54.8485
10/10/2012,1432.56,63.8828,77.5984,72.7472,106.0476,102.0265,110.0057,100.2181,82.9018,116.5408,170.84,32.95,33.84,55.4725,54.9169
10/11/2012,1432.84,63.6824,77.8807,73.1433,106.3947,102.1539,110.7671,100.3109,82.892,116.436,171.32,32.9,34.29,55.4299,54.9255
10/12/2012,1428.59,63.6537,77.2503,73.27,106.5162,102.2358,111.0448,100.3201,82.9214,116.3408,170.06,32.45,34,55.2338,54.686
10/15/2012,1440.13,64.1215,77.7584,73.6026,106.8459,102.2904,110.794,100.348,82.9018,116.3313,168.35,31.66,34,55.6005,55.0537
10/16/2012,1454.92,65.0284,78.3324,73.8719,106.7765,102.1266,109.2626,99.8748,82.8979,115.8362,169.42,31.93,34.135,55.9416,55.3103
10/17/2012,1460.91,64.9902,79.0381,74.0382,106.5682,101.808,108.2501,99.244,82.8527,115.4935,169.54,32.12,34.1,55.7881,55.3958
10/18/2012,1457.34,64.236,78.6052,73.9986,106.3686,101.7716,107.5872,99.0678,82.8625,115.484,168.7891,31.73,34.07,56.3594,55.9174
10/19/2012,1433.19,62.6991,77.0151,73.6264,106.5596,101.8991,109.0473,99.4852,82.8625,115.8743,166.97,31.0945,33.34,55.8904,55.3958
10/22/2012,1433.82,63.0237,76.9962,73.6422,106.3079,101.7625,108.3486,99.1512,82.8331,115.6839,167.58,31.39,32.9,55.609,55.1991
10/23/2012,1413.11,62.4223,76.6108,73.3656,106.4901,101.9901,109.8982,99.6244,82.8723,115.9315,165.4258,30.68,31.97,55.0462,54.6438
10/24/2012,1408.75,62.2065,76.4035,73.3017,106.2038,101.9173,108.8144,99.411,82.8625,115.7506,164.8603,30.71,31.63,55.0035,54.6775
10/25/2012,1412.97,62.2027,76.714,73.4205,105.9001,101.6988,108.259,99.0492,82.8331,115.4078,166.02,31.12,31.78,54.85,54.438
10/26/2012,1411.94,62.3841,76.347,73.2462,106.4207,101.9719,109.8535,99.68,82.8527,115.9791,165.93,31.08,31.79,54.3725,54.1216
10/31/2012,1412.16,62.0023,76.8081,73.3352,106.7505,102.1175,110.4984,100.0882,82.9018,116.6455,166.83,31.27,31.78,54.9012,54.7288
11/1/2012,1427.59,62.8832,77.6173,73.7001,106.6098,101.9831,109.8337,99.8887,82.904,116.5134,166.07,31.22,32.06,55.1655,54.7886
11/2/2012,1414.2,62.2123,76.3953,73.5966,106.4009,102.0464,109.7529,99.9723,82.8942,116.4466,162.6,29.95,31.35,55.5322,55.1561
11/5/2012,1417.26,62.6227,76.899,73.4779,106.4531,102.2202,110.3723,100.2139,82.8942,116.5993,163.23,30.17,31.61,55.1655,54.7459
11/6/2012,1428.39,62.7373,77.4761,73.5886,105.9396,101.9283,109.331,99.7587,82.8647,116.294,166.3,31.01,32.56,55.4043,54.8656
11/7/2012,1394.53,61.2577,75.5943,73.1506,106.1572,102.1655,111.3149,100.5947,82.9335,116.962,166.49,30.83,31.2094,55.157,54.592
11/8/2012,1377.51,60.2935,74.531,72.9117,106.0527,102.2932,112.9667,101.0405,82.9335,117.5918,167.99,31.3801,31.3,54.5004,54.0361
11/9/2012,1379.85,60.5512,74.691,72.7842,105.7916,102.2385,113.0923,101.0499,82.9335,117.1624,167.82,31.54,31.73,54.3554,53.8565
11/12/2012,1380.03,60.5417,74.4745,72.8081,105.809,102.2111,113.2809,101.1149,82.9335,117.4773,167.45,31.37,31.59,54.2275,53.771
11/13/2012,1374.53,60.1217,74.0511,72.6409,105.8525,102.3907,113.6579,101.2357,82.9433,117.3437,167.1,31.4,31.41,54.1849,53.6
11/14/2012,1355.49,59.4152,72.6774,72.2427,106.0701,102.4209,113.7656,101.2636,82.963,117.2292,167.14,31.64,31.77,53.1701,52.5567
11/15/2012,1353.33,59.2147,72.3011,72.2106,105.8612,102.3206,113.5451,101.2168,82.963,117.1433,166.09,31.53,31.49,52.9228,52.3258
11/16/2012,1359.88,59.4725,72.9032,72.4179,105.896,102.3571,113.4424,101.2819,82.963,117.2196,165.88,31.21,31.9276,53.2468,52.9244
11/19/2012,1386.89,60.8859,74.4457,73.3338,106.2268,102.43,112.8051,101.0756,82.9531,117.0002,167.87,32.05,32.67,53.9035,53.4204
11/20/2012,1387.81,60.9044,74.5791,73.3417,105.896,102.2385,111.674,100.6598,82.9335,116.6661,167.39,32.105,31.95,54.3043,53.7539
11/21/2012,1391.03,61.0285,74.9732,73.3178,105.9744,102.0652,111.6111,100.5111,82.9237,116.3894,167.56,32.29,32.12,54.2104,53.7197
11/23/2012,1409.15,61.9545,75.7166,73.5647,106.0196,102.129,111.5034,100.4554,82.9237,116.3035,169.61,32.98,32.32,54.6112,54.1558
11/26/2012,1406.29,62.2228,75.9612,73.5806,106.192,102.1655,112.0331,100.6226,82.9145,116.628,169.43,33.02,32.19,54.7221,54.2328
11/27/2012,1398.94,62.0118,75.8671,73.6523,106.2529,102.3023,112.4729,100.8548,82.9237,116.628,168.71,32.93,31.98,54.4151,53.9421
11/28/2012,1409.93,62.5464,76.507,73.6682,106.2355,102.3206,112.3113,100.9849,82.9335,116.9047,166.55,32.62,31.79,54.3469,53.848
11/29/2012,1415.95,62.9187,77.382,73.9948,106.3139,102.4483,112.3293,101.0871,82.9335,117.1147,167.1817,33.13,32.17,54.6454,54.1976
11/30/2012,1416.18,62.8137,77.2315,74.1063,106.3051,102.3936,112.0241,101.0685,82.9433,117.296,166.05,32.36,32.56,54.7562,54.4124
12/3/2012,1409.46,62.6896,77.1468,74.4818,106.4152,102.0026,112.1274,101.0283,82.9532,117.646,166.1267,32.52,32.6,54.9779,54.5663
12/4/2012,1407.05,62.6514,77.2395,74.4818,106.5113,102.0666,112.775,101.205,82.9532,117.6843,164.42,31.9,32.405,55.0632,54.4979
12/5/2012,1409.28,61.9576,77.1499,74.6019,106.7295,102.158,112.721,101.2887,82.9729,117.8951,164.12,31.82,32.22,54.8927,54.3525
12/6/2012,1413.94,62.3555,77.2697,74.738,106.7122,102.1489,112.9639,101.3445,82.9729,118.1346,164.5,31.93,31.66,55.4043,54.8314
12/7/2012,1418.07,61.9832,77.3256,74.6259,106.4589,102.0575,111.9205,101.0562,82.9729,117.9909,165.165,32.03,31.53,55.609,55.0537
12/10/2012,1418.55,62.1645,77.6643,74.6899,106.5549,102.0758,112.4152,101.1492,82.9729,118.1346,165.8,32.1403,31.39,55.5834,55.0537
12/11/2012,1427.84,62.976,78.4829,74.762,106.1621,102.0392,111.561,100.9539,82.9729,117.7897,165.65,31.91,31.47,55.7198,55.1221
12/12/2012,1428.48,62.8423,78.0407,74.9856,105.839,101.7559,110.2655,100.5261,82.9631,117.4256,165.77,32.37,31.78,55.5663,55.0879
12/13/2012,1419.45,62.347,77.542,74.722,105.6728,101.5913,110.3464,100.3307,82.9631,117.0998,164.37,31.53,31.58,55.1428,54.7202
12/14/2012,1413.58,61.7541,77.4949,74.6659,105.7517,101.7741,111.1739,100.554,82.9827,117.2244,164.13,31.17,31.81,55.1314,54.6518
12/17/2012,1430.36,62.575,78.5864,74.9541,105.4112,101.5274,109.5099,100.0238,82.9631,116.7837,164.44,31.2,32.005,55.4214,54.9939
12/18/2012,1446.79,63.5269,79.6605,74.9942,105.1493,101.2897,108.3946,99.6361,82.9139,116.4483,162.08,30.65,32.18,55.9927,55.5581
12/19/2012,1435.81,63.2533,79.8362,74.9141,105.5597,101.4634,108.7544,99.7727,82.9336,116.5441,161.69,30.11,32.67,55.916,55.4806
12/20/2012,1443.69,63.2528,80.2348,75.1783,105.6644,101.474,108.7724,99.8378,82.9238,116.6016,159.73,28.998,32.73,56.6494,56.1125
12/21/2012,1430.15,62.5872,79.9026,74.9621,105.8478,101.5639,109.9597,100.1075,82.9336,116.9274,160.33,29,32.36,56.5556,55.9394
12/24/2012,1426.66,62.4624,79.5135,74.6899,105.7779,101.5731,109.7618,100.0052,82.9336,116.7933,160.62,28.94,32.24,56.6307,56.0173
12/26/2012,1419.83,61.9153,78.9448,74.8711,105.9286,101.7107,110.1568,100.2107,82.9344,116.9452,160.78,29.01,33.15,56.3631,55.7403
12/27/2012,1418.1,61.8193,78.8871,75.024,106.2701,101.7657,110.5264,100.4156,82.9639,117.0794,161.16,29.24,33.19,56.5702,55.8095
12/28/2012,1402.43,61.2241,78.3271,74.8228,106.5065,101.9214,111.1574,100.6484,82.9639,117.041,160.54,29.1,33.04,56.1991,55.4719
12/31/2012,1426.19,62.5201,80.0239,75.1448,105.9461,101.7382,109.2373,100.1175,82.9639,116.332,162.0204,29.37,33.37,56.7946,55.9827
1/2/2013,1462.42,64.5071,82.3797,75.8531,106.1913,101.6191,107.777,99.6518,82.9442,116.2649,163.17,29.92,33.82,57.5024,56.8916
1/3/2013,1459.37,64.1731,82.1899,75.6189,105.6133,101.3627,106.3167,99.1488,82.9442,115.4696,161.2,29.179,33.74,57.4938,56.8916
1/4/2013,1466.47,63.9599,82.7973,75.668,105.5608,101.4726,106.7313,99.1861,82.9541,115.4217,160.44,29.2376,33.88,57.7602,57.2379
1/7/2013,1461.89,63.9795,82.4841,75.7324,105.7359,101.4176,106.7763,99.2513,82.9541,115.8146,159.43,29.18,33.92,57.8908,57.3244
1/8/2013,1457.15,63.8543,82.4259,75.676,105.8322,101.5092,107.4795,99.4935,82.9639,115.9775,160.56,29.38,33.96,57.7786,57.2119
1/9/2013,1461.02,64.0943,82.8257,75.8209,105.7972,101.4359,107.3804,99.5494,82.9934,116.1883,160.49,29.35,33.88,57.9426,57.4283
1/10/2013,1472.12,64.4783,83.0156,75.9497,105.8498,101.4268,107.0829,99.2606,82.9836,116.0829,161.98,29.78,34.17,58.003,57.5668
1/11/2013,1472.05,64.5647,82.8922,76.0866,106.0424,101.5275,108.0384,99.5773,82.9737,116.1883,161.06,29.48,34.06,57.9685,57.5582
1/14/2013,1470.68,64.2767,82.9396,75.9819,105.8322,101.6191,107.7409,99.54,82.9737,116.2266,161.54,30.04,34.28,58.1325,57.6447
1/15/2013,1472.34,63.9599,83.3003,75.998,105.7447,101.6466,108.2367,99.7822,82.9836,116.3032,162.558,30.36,33.99,58.4087,57.9131
1/16/2013,1472.63,64.2191,83.0535,75.8692,105.7447,101.7015,108.4621,99.9126,82.9836,116.2745,162.65,30.45,34.28,58.3397,57.8525
1/17/2013,1480.94,64.5263,83.8223,76.1429,105.5608,101.4817,107.3804,99.4562,82.9737,116.0733,163.35,30.67,34.67,58.5209,57.9824
1/18/2013,1485.98,64.3823,84.0595,76.2476,105.6659,101.6008,108.2097,99.7356,82.9737,116.2649,163.09,30.81,34.77,58.7712,58.3286
1/22/2013,1492.56,64.4879,84.6669,76.2959,105.6659,101.5458,108.417,99.8195,82.9934,116.2457,163.67,31.12,35.01,59.0733,58.6229
1/23/2013,1494.81,64.8814,84.4676,76.2073,105.7972,101.6558,108.2548,99.866,82.9934,116.2649,163.21,31.19,34.61,59.0561,58.6316
1/24/2013,1494.82,63.9887,84.7429,76.3764,105.6483,101.5184,107.8762,99.6984,82.9934,116.1978,161.42,30.65,34.76,59.1769,58.7009
1/25/2013,1502.96,64.3151,85.3598,76.3522,105.1667,101.2711,106.3978,99.0371,82.9541,115.7092,160.65,30.21,34.78,59.5135,58.9432
1/28/2013,1500.18,64.4591,85.4167,76.312,105.0792,101.1245,106.0102,98.8322,82.9246,115.5559,160.29,29.85,34.94,59.6689,59.0038
1/29/2013,1507.84,64.4687,85.4642,76.1832,104.8427,101.0604,105.4242,98.6831,82.9344,115.3451,160.99,30.32,35.29,59.8415,59.1164
1/30/2013,1501.96,64.3343,84.4392,75.6358,104.4925,101.0146,105.2439,98.739,82.9639,115.3834,162.19,30.92,35.49,59.2719,58.571
1/31/2013,1498.11,64.1903,85.0181,75.4024,104.5713,101.1062,105.7578,98.8229,82.9737,115.7283,161.2,30.44,35.28,58.918,58.2334
2/1/2013,1513.17,64.9486,85.7679,75.6527,104.2994,100.8873,104.3847,98.4872,82.9645,115.163,161.45,30.78,35.35,59.2632,58.6229
2/4/2013,1495.71,63.8159,84.7334,75.3371,104.6508,101.1718,105.7218,99.0561,82.9842,115.9104,162,30.69,34.78,59.1251,58.5018
2/5/2013,1511.29,64.7566,85.4926,75.507,104.44,100.9607,104.7822,98.7017,82.9842,115.575,161.96,30.76,35.03,58.987,58.4238
2/6/2013,1512.12,64.5455,85.8533,75.3937,104.7123,101.1351,105.6405,99.0001,83.0039,115.7092,162.39,30.81,35.04,59.1942,58.5277
2/7/2013,1509.39,64.6031,85.5686,75.2481,104.7474,101.1718,105.4056,99.0468,83.0039,115.6038,161.84,30.46,34.68,58.9439,58.2507
2/8/2013,1517.93,65.2654,86.176,75.2642,104.9758,101.1993,105.8121,99.1214,83.0137,115.5654,161.57,30.43,34.7,59.4876,58.8307
2/11/2013,1517.01,65.2846,86.0811,75.2561,104.9231,101.0984,105.7308,99.0188,82.9864,115.4792,159.7,30,35.12,59.574,58.8913
2/12/2013,1519.43,65.0158,86.4607,75.5151,104.8177,101.08,105.4688,98.9162,82.9645,115.4696,159.89,30.09,35.28,60.0228,59.2376
2/13/2013,1520.33,65.2462,86.8213,75.6284,104.5717,100.9791,104.6105,98.5711,82.9547,115.1438,159.05,29.77,35.19,59.9883,59.2116
2/14/2013,1521.38,65.227,87.0396,75.596,104.8616,101.1626,105.5592,98.9908,82.9645,115.3451,158.348,29.46,35.27,59.738,58.9779
2/15/2013,1519.79,65.035,87.0681,75.6041,104.8177,101.1718,105.252,98.8975,82.9744,115.0289,155.76,28.8333,34.72,59.7639,59.0471
2/19/2013,1530.94,65.5054,87.8369,75.677,104.7913,101.0525,104.728,98.739,82.9645,114.9714,155.33,28.445,34.96,60.2386,59.454
2/20/2013,1511.95,64.4975,86.2043,75.6041,104.967,101.1167,105.0442,98.9535,82.9645,115.002,151.44,27.59,34.17,59.8502,58.9519
2/21/2013,1502.42,63.8063,85.3693,75.6851,105.1339,101.1718,105.6585,99.1493,82.994,115.1438,152.62,27.73,33.43,59.4013,58.4931
2/22/2013,1515.6,64.4485,86.3943,75.8712,105.2042,101.2268,105.7308,99.2706,82.994,115.393,152.97,27.83,33.6,59.9969,58.9952
2/25/2013,1487.85,63.6527,84.4866,75.6365,105.8278,101.6123,107.8088,100.0354,83.0137,115.9679,154.34,28.07,33.21,58.8576,57.9997
2/26/2013,1496.94,63.8927,84.8188,76.0088,105.6961,101.5847,107.1854,99.8488,83.0334,115.69,156.22,28.41,33.33,59.2632,58.5104
2/27/2013,1515.99,64.5445,85.7109,76.1383,105.6609,101.6123,106.8692,99.8022,83.0334,115.69,154.57,28.01,33.4,59.6948,58.9606
2/28/2013,1514.68,64.4111,85.8723,76.1059,105.6961,101.704,107.0679,99.9421,83.0235,115.9487,153,27.54,33.06,59.6344,58.9692
3/1/2013,1518.2,64.6799,86.2614,76.2572,105.9377,101.7403,107.6509,100.1912,83.0416,116.4374,152.44,27.62,32.74,59.8329,59.0818
3/4/2013,1525.2,64.9678,86.4892,76.2654,105.8584,101.6668,107.0805,99.9577,83.0318,116.0733,152.3,27.6,32.4,60.2817,59.5232
3/5/2013,1539.79,65.9278,87.4952,76.42,105.6822,101.584,106.7726,99.855,83.022,116.0445,152.38,27.75,32.69,60.7565,59.982
3/6/2013,1541.46,65.7646,87.723,76.3712,105.3738,101.4737,105.8039,99.5375,83.0121,115.7858,153.23,28.1,32.54,60.5752,59.757
3/7/2013,1544.26,65.9374,88.1406,76.4851,105.0301,101.2622,104.989,99.1547,82.9925,115.3546,152.69,27.91,32.94,60.2904,59.5406
3/8/2013,1551.18,66.0141,88.9568,76.5746,104.6601,100.968,103.8935,98.6505,83.0023,114.981,152.71,28.005,33.05,60.3939,59.5752
3/11/2013,1556.22,66.2061,88.9283,76.5258,104.7305,101.0232,103.9931,98.6972,82.9925,114.9235,152.99,28.02,33.04,60.4457,59.8089
3/12/2013,1552.48,65.9662,88.748,76.4932,104.942,101.2071,104.7446,98.968,83.0121,115.1343,154.19,28.2,33.26,60.2213,59.5925
3/13/2013,1554.52,65.8798,89.0801,76.5095,104.8451,101.1243,104.6359,98.8839,82.9925,115.163,153.66,27.94,33.19,60.2817,59.6098
3/14/2013,1563.23,66.1005,89.9723,76.8024,104.8891,101.2347,104.319,98.9119,82.9925,115.3642,153.68,27.8,33.42,60.6615,59.9301
3/15/2013,1560.7,65.9171,89.9248,76.7943,105.0301,101.3266,104.8079,99.2574,83.022,115.5175,154.001,27.799,33.6,60.7996,59.9561
3/18/2013,1552.1,65.7728,89.4313,76.8105,105.2857,101.4185,105.6047,99.5842,83.0416,115.7667,155.38,27.95,33.65,60.463,59.7916
3/19/2013,1548.34,65.6477,89.0517,76.6803,105.4619,101.5656,106.3199,99.8924,83.0318,115.8816,156.08,27.93,33.07,60.1695,59.3674
3/20/2013,1558.71,66.1085,89.8774,76.9326,105.1535,101.4553,105.1339,99.5095,83.022,115.5559,155.37,27.81,33.45,60.3594,59.7137
3/21/2013,1545.8,65.359,89.0896,76.7943,105.2592,101.4737,106.1479,99.771,83.0318,115.6133,156.246,28.18,33.05,60.1782,59.5146
3/22/2013,1556.89,65.994,89.3649,76.7373,105.268,101.5105,106.2294,99.8083,83.0121,115.8146,155.55,27.75,33.61,60.4948,59.8782
3/25/2013,1551.69,65.7535,89.4163,76.6234,105.268,101.4737,106.1298,99.883,83.0121,115.8241,155.24,27.84,33.85,60.5035,59.8384
3/26/2013,1563.77,66.1095,89.7018,76.7617,105.3385,101.5932,106.2566,99.9857,83.022,115.8912,154.72,27.75,34.45,61.0253,60.2836
3/27/2013,1562.85,66.1971,89.7627,76.6315,105.7086,101.8047,107.162,100.4153,83.0416,116.2457,155.36,27.73,34.55,61.1384,60.3797
3/28/2013,1569.19,66.3597,89.8731,76.7699,105.6469,101.8047,106.6187,100.2285,83.0515,116.1959,154.47,27.43,34.75,61.3472,60.659
4/1/2013,1562.17,65.9075,88.6644,76.9076,105.4951,101.8971,107.4218,100.4946,83.0593,116.2461,154.67,27.09,34.68,61.5298,60.8511
4/2/2013,1570.25,66.427,88.1124,76.8503,105.4862,101.7865,106.9863,100.2983,83.0593,116.1886,152.43,26.35,34.65,61.7212,61.0082
4/3/2013,1553.69,65.8209,86.7323,76.8503,105.9105,101.8971,107.9472,100.719,83.0495,116.4858,150.73,26.09,33.76,61.5037,60.6852
4/4/2013,1559.98,65.8401,87.4747,76.8258,106.4761,102.1828,109.2366,101.1211,83.079,117.0323,150.29,25.99,33.39,62.504,61.5757
4/5/2013,1553.28,65.2926,87.3034,76.8994,106.8031,102.4777,111.4414,101.439,83.079,117.5213,152.81,26.39,33.28,62.8432,61.7416
4/8/2013,1563.07,65.638,88.0267,76.9812,106.9004,102.3026,110.5885,101.1117,83.0593,117.0036,152.16,26.32,33.49,63.3477,62.3178
4/9/2013,1568.61,66.0806,87.7697,77.2266,107.0064,102.3395,110.3163,101.1491,83.0593,116.8981,153.34,27.03,33.64,63.3564,62.344
4/10/2013,1587.73,67.3651,89.3592,77.4719,106.7236,102.1275,108.801,100.7284,83.0593,116.2461,150.75,26.68,33.83,63.7478,62.7107
4/11/2013,1593.37,67.3411,89.4829,77.4728,106.7943,102.1459,109.0097,100.8406,83.0593,116.5721,151.05,26.7,33.46,64.1218,63.0162
4/12/2013,1588.85,67.293,89.1212,77.4965,107.3246,102.4777,110.6339,101.4016,83.0691,117.0515,143.95,25.28,32.53,64.2784,63.3829
4/15/2013,1552.36,65.9652,85.7616,77.0057,107.36,102.5238,111.5957,101.626,83.079,117.0323,131.31,22.09,31.49,62.9476,61.8027
4/16/2013,1574.57,66.8407,87.2463,77.5374,107.1655,102.5238,110.6793,101.3361,83.079,116.831,132.8,22.665,31.76,63.9914,62.7805
4/17/2013,1552.01,65.537,85.7292,77.4147,107.3158,102.5238,111.4142,101.5231,83.079,116.8118,132.87,22.44,31.01,63.3129,62.021
4/18/2013,1541.61,64.6268,85.2571,77.292,107.413,102.5054,111.6864,101.5792,83.079,115.9968,134.3,22.4,31.64,63.2173,62.021
4/19/2013,1555.25,65.513,86.2374,77.2511,107.5721,102.5146,111.4505,101.5231,83.079,116.4475,135.47,22.4,31.39,64.1914,62.7369
4/22/2013,1562.5,66.1865,86.4849,77.431,107.6074,102.6436,111.5322,101.5792,83.0888,116.7543,137.9,22.62,31.82,64.1044,62.8242
4/23/2013,1578.78,66.8215,87.8554,77.7337,107.7489,102.5975,111.142,101.5138,83.079,116.8118,136.88,22.18,31.86,64.4611,63.1909
4/24/2013,1578.79,66.7926,88.3122,77.8727,107.793,102.5791,111.4233,101.5605,83.0888,116.9844,138.3699,22.42,32.659,64.5968,63.3917
4/25/2013,1585.16,67.1486,88.8928,78.0854,107.7312,102.533,110.9424,101.4483,83.079,117.0707,141.63,23.49,33.25,64.3828,63.3131
4/26/2013,1582.24,66.937,88.4169,78.0036,108.1201,102.745,111.9586,101.813,83.0986,117.5022,140.91,23.1,33.12,64.174,63.025
4/29/2013,1593.61,67.5527,89.0546,78.1508,108.1289,102.8095,111.5503,101.7756,83.1183,117.1857,142.3,23.54,33.61,64.722,63.5139
4/30/2013,1597.57,68.0434,89.559,78.3962,107.9433,102.791,111.6138,101.7569,83.1085,117.1186,142.77,23.46,33.16,65.4787,64.1337
5/1/2013,1582.7,67.7259,87.3889,78.2467,108.4239,102.8386,112.7599,102.0892,83.1249,117.0909,141.11,22.86,32.39,64.9569,63.6972
5/2/2013,1597.59,68.5822,88.7786,78.7482,108.4239,102.8479,112.6145,102.0892,83.115,116.966,141.92,23.02,33.49,65.3831,63.9417
5/3/2013,1614.42,69.3904,90.1872,78.8714,107.4044,102.4693,109.9594,101.2185,83.0855,116.1681,142.09,23.29,34.01,65.644,63.9941
5/6/2013,1617.5,69.6598,90.7677,78.9207,107.3867,102.3032,109.6867,101.0875,83.0855,115.9951,142.15,23.18,34.14,65.9832,64.2472
